id_cliente,documento,fecha_registro,segmento,ciudad,score_crediticio
1026,59566094U,2022-01-23,VIP,CALI,798
1027,93548084,2024-06-26,VIP,BOGOTA,381
1028,74505778,2025-09-10,A,CALI,664
1029,65725103,2022-06-08,VIP,BOGOTA,810
1030,53860083,2023-09-23,VIP,MEDELLÍN,636
1031,83808608,2022-06-14,C,MEDELLÍN,446
1032,56467514,2023-07-23,PREMIUM ,BARRANQUILLA,312
1033,16839789O,2024-03-02,B,MEDELLÍN,586
1034,64101105,2026-01-29,B,BOGOTÁ,779
1035,10953692,2025-10-17,A,BARRANQUILLA,619
1036,93624212,2025-08-10,VIP,BOGOTA,503
1037,99796264D,2024-03-26,VIP,BOGOTÁ,846
1038,95676088H,2022-11-21,PREMIUM,BOGOTÁ,602
1039,66483185,2023-12-19,B,MEDELLÍN,563
1040,78587632,2022-06-10,C,BARRANQUILLA,787
1041,19953821,2022-07-15,C,BOGOTA,364
1042,43957412,2023-08-24,PREMIUM ,BOGOTÁ,300
1043,86666404,2024-05-13,C,BOGOTÁ,440
1044,91272708,2022-12-26,VIP,MEDELLÍN,487
1045,79217406,2024-08-22,B,CALI,556
1046,95272769,2022-08-11,A,BOGOTA,403
1047,28895649,2022-08-16,PREMIUM,CALI,683
1048,13678621,2022-05-13,A,BOGOTÁ,974
1049,86795463,2022-07-17,B,BOGOTÁ,487
1050,36150956,2022-12-31,VIP,BOGOTÁ,382
1051,88665231,2023-07-30,PREMIUM,CALI,365
1052,92384528,2025-09-11,PREMIUM ,MEDELLÍN,674
1053,66975081,2022-05-10,C,BOGOTÁ,679
1054,91501371,2024-11-27,A,BOGOTÁ,621
1055,55545655I,2024-09-30,B,CALI,410
1056,94399393,2022-02-06,VIP,CALI,594
1057,58383190,2024-02-18,PREMIUM ,CALI,326
1058,99152742,2023-08-22,PREMIUM,CALI,620
1059,76469096,2024-01-01,PREMIUM,BARRANQUILLA,736
1060,51846292,2023-03-11,A,MEDELLÍN,702
1061,52397458,2022-07-26,PREMIUM ,MEDELLÍN,612
1062,11472542,2025-08-21,PREMIUM,BOGOTA,636
1063,23245462,2022-02-11,PREMIUM,CALI,843
1064,80638665,2022-02-01,PREMIUM ,BOGOTÁ,309
1065,49839283,2023-04-19,PREMIUM,BOGOTÁ,459
1066,78304749,2025-01-08,A,CALI,352
1067,47452622,2024-03-19,PREMIUM ,BOGOTÁ,929
1068,86776652,2022-01-17,VIP,BOGOTA,358
1069,18182535,2023-04-21,PREMIUM ,CALI,765
1070,20196894,2023-10-24,VIP,BOGOTÁ,589
1071,58439031,2023-02-17,PREMIUM,CALI,653
1072,31847630,2023-06-05,B,BOGOTA,740
1073,16612208,2023-01-27,A,BOGOTÁ,453
1074,93650853,2022-05-25,PREMIUM,BARRANQUILLA,508
1075,99191511,2025-04-01,PREMIUM,CALI,689
1076,22663723,2024-04-23,A,BOGOTA,456
1077,44971274,2024-12-19,PREMIUM,MEDELLÍN,436
1078,49982531,2023-02-09,VIP,BARRANQUILLA,440
1079,25861936,2024-06-06,C,BOGOTÁ,497
1080,91132210,2025-01-15,A,BOGOTÁ,720
1081,57423958,2023-08-06,VIP,BOGOTÁ,517
1082,43122266,2026-01-28,VIP,BOGOTÁ,474
1083,28173652,2023-04-20,B,BOGOTÁ,534
1084,57406955,2022-02-05,C,BOGOTÁ,822
1085,74598446,2023-06-17,C,BOGOTA,832
1086,50113874,2023-12-03,VIP,BOGOTÁ,592
1087,57494032,2022-07-03,A,BOGOTÁ,400
1088,53465574,2023-05-03,PREMIUM ,BOGOTÁ,839
1089,40999906,2025-07-08,VIP,CALI,602
1090,22374888,2023-04-20,B,BARRANQUILLA,754
1091,54042449,2023-01-23,VIP,BARRANQUILLA,696
1092,38338206,2024-05-12,B,BOGOTÁ,827
1093,14739400,2022-01-29,PREMIUM,MEDELLÍN,465
1094,60450229,2024-06-09,PREMIUM,BOGOTÁ,399
1095,27278806,2025-09-11,VIP,BOGOTÁ,472
1096,94758408,2025-05-22,VIP,BOGOTA,562
1097,88797826,2025-03-31,PREMIUM,BOGOTÁ,327
1098,95180395,2024-08-29,PREMIUM,BOGOTA,448
1099,60316725,2025-03-01,B,BOGOTÁ,364
1100,36455291,2025-07-08,B,BOGOTÁ,534
1101,55598220,2026-01-02,C,BOGOTA,612
1102,86288117,2024-08-04,VIP,BOGOTÁ,353
1103,85559979,2024-08-11,C,CALI,352
1104,27583780,2023-10-06,PREMIUM,BOGOTA,401
1105,58730509,2024-04-16,C,BOGOTÁ,437
1106,84948994,2024-06-16,VIP,BOGOTA,410
1107,15934261,2024-08-28,VIP,BOGOTÁ,835
1108,21368856,2022-10-27,VIP,MEDELLÍN,677
1109,62866880,2022-11-28,B,BOGOTA,418
1110,84099471,2025-11-08,VIP,BOGOTÁ,764
1111,37995739,2025-08-29,VIP,BOGOTA,801
1112,76927749,2024-04-26,VIP,BOGOTÁ,690
1113,97087158,2024-01-26,PREMIUM ,BARRANQUILLA,818
1114,82412984,2024-03-02,A,BARRANQUILLA,311
1115,89673898,2024-10-24,B,CALI,672
1116,83581516,2024-06-07,C,BOGOTÁ,527
1117,93022130,2025-09-13,VIP,CALI,756
1118,84144519,2023-06-13,C,BARRANQUILLA,524
1119,52495479,2023-03-19,VIP,BOGOTA,755
1120,23721794,2025-09-16,VIP,BARRANQUILLA,788
1121,50981729,2022-10-10,PREMIUM ,BOGOTÁ,711
1122,31731798,2024-09-22,PREMIUM,BARRANQUILLA,517
1123,97144025,2025-01-23,VIP,CALI,403
1124,97655030,2022-06-06,VIP,CALI,733
1125,66285723,2025-07-02,PREMIUM ,BARRANQUILLA,577
1126,85081232,2022-10-16,VIP,BOGOTÁ,389
1127,77873129,2026-01-25,VIP,BOGOTÁ,740
1128,24793752,2024-10-01,B,CALI,693
1129,77853612,2025-05-29,A,MEDELLÍN,638
1130,65419340,2022-05-08,A,BARRANQUILLA,755
1131,10734275R,2024-10-17,B,MEDELLÍN,711
1132,16194224,2025-07-19,C,BARRANQUILLA,401
1133,36762677,2024-10-19,B,CALI,458
1134,20736301,2023-12-19,VIP,BOGOTA,541
1135,43679364,2024-11-18,PREMIUM ,BOGOTA,660
1136,67182455,2026-02-05,VIP,CALI,721
1137,55173471,2025-05-19,VIP,BOGOTÁ,421
1138,69009476,2022-07-13,VIP,BOGOTA,689
1139,56619069,2024-03-08,B,BOGOTÁ,509
1140,64331101,2023-06-06,B,BOGOTA,302
1141,96808069,2024-09-18,PREMIUM ,BOGOTÁ,392
1142,90440554Q,2025-03-26,B,BOGOTÁ,460
1143,61079500,2023-10-11,A,BOGOTÁ,349
1144,22299755,2024-07-20,PREMIUM ,BOGOTÁ,571
1145,69828066,2024-08-09,C,BOGOTÁ,551
1146,11821367,2024-12-01,C,BOGOTA,389
1147,40235640,2022-12-15,A,CALI,631
1148,66424721,2025-04-15,VIP,BOGOTÁ,318
1149,65961553,2022-04-08,PREMIUM ,BOGOTA,453
1150,21199747,2022-05-14,B,BOGOTÁ,424
1151,56433552,2023-10-26,VIP,BARRANQUILLA,544
1152,46755905,2024-09-18,PREMIUM ,BOGOTÁ,546
1153,33284876,2026-02-12,PREMIUM,BOGOTÁ,661
1154,67079389,2023-03-25,VIP,MEDELLÍN,726
1155,10424528T,2024-01-28,A,BOGOTÁ,486
1156,59207388,2023-03-20,VIP,BOGOTÁ,385
1157,61982472,2025-12-08,C,BARRANQUILLA,720
1158,23618723,2022-11-28,PREMIUM,CALI,811
1159,52635177R,2025-09-02,A,BOGOTÁ,554
1160,73594452,2023-10-02,VIP,BOGOTA,469
1161,28434369E,2023-07-22,VIP,BOGOTÁ,755
1162,17083610,2023-09-15,VIP,BOGOTÁ,454
1163,62141506,2026-02-10,PREMIUM,BARRANQUILLA,472
1164,42791816,2022-08-29,B,BOGOTA,737
1165,67041562,2025-10-14,PREMIUM ,BOGOTA,845
1166,68674847,2023-06-16,C,BOGOTÁ,626
1167,28317940,2024-03-04,PREMIUM ,BOGOTÁ,658
1168,37054353,2023-10-13,A,BOGOTA,415
1169,16760403,2023-02-10,A,BOGOTÁ,390
1170,11636675,2023-03-06,VIP,BOGOTÁ,413
1171,20117273,2022-08-10,VIP,CALI,703
1172,19031370,2025-11-07,PREMIUM ,BOGOTA,340
1173,52710916,2022-03-28,VIP,CALI,492
1174,15277420,2024-05-10,PREMIUM ,BOGOTA,555
1175,13541815,2024-07-12,VIP,BARRANQUILLA,398
1176,47693721,2023-01-14,VIP,BOGOTÁ,702
1177,49944891,2022-07-04,VIP,BARRANQUILLA,498
1178,48467910,2024-08-17,VIP,BOGOTÁ,453
1179,66684948,2025-10-11,A,MEDELLÍN,761
1180,55787926,2022-03-30,VIP,BOGOTÁ,383
1181,66933105,2025-07-14,VIP,BOGOTA,408
1182,32802311,2022-12-07,PREMIUM,MEDELLÍN,667
1183,10225391P,2024-11-02,VIP,BOGOTÁ,793
1184,37949891,2024-12-26,C,MEDELLÍN,570
1185,23580994,2022-07-27,PREMIUM,BARRANQUILLA,666
1186,71189402,2025-08-15,PREMIUM,BOGOTA,339
1187,44356387,2024-09-02,A,CALI,835
1188,62775939,2024-12-14,VIP,MEDELLÍN,589
1189,43692118,2022-08-28,A,BOGOTÁ,480
1190,47706355,2023-10-11,VIP,BOGOTÁ,968
1191,22312829L,2024-04-10,PREMIUM ,BOGOTA,480
1192,10049976,2024-03-22,C,BOGOTA,808
1193,89140165,2024-04-11,VIP,MEDELLÍN,656
1194,41676806,2022-06-20,PREMIUM ,BOGOTA,384
1195,60107906,2025-03-15,PREMIUM,BOGOTA,683
1196,55504302,2024-12-27,VIP,BOGOTÁ,337
1197,51634984,2025-04-20,PREMIUM ,BOGOTA,642
1198,64954685,2023-01-11,B,BARRANQUILLA,836
1199,28380186,2022-10-30,VIP,BOGOTÁ,505
1200,79185062,2024-10-04,VIP,BARRANQUILLA,827
1201,63613589,2025-04-16,PREMIUM ,BARRANQUILLA,512
1202,30462320,2023-07-28,B,BOGOTÁ,571
1203,98782879,2025-09-11,PREMIUM ,CALI,742
1204,85575549,2023-06-19,A,BOGOTÁ,820
1205,73229578,2026-02-10,VIP,BOGOTA,779
1206,66339157,2023-12-28,VIP,CALI,804
1207,43517379,2023-01-12,PREMIUM,BOGOTÁ,735
1208,31223034,2024-01-29,PREMIUM ,BOGOTÁ,401
1209,69504448,2024-08-06,B,BOGOTA,490
1210,25762512,2023-09-09,C,BARRANQUILLA,788
1211,74451671,2025-11-08,A,BOGOTA,493
1212,29262886,2023-05-02,B,BOGOTÁ,497
1213,40474646,2025-09-06,B,MEDELLÍN,677
1214,38869116,2022-03-11,PREMIUM ,BOGOTÁ,612
1215,98670888,2025-12-09,C,BOGOTÁ,776
1216,16837388,2022-05-28,PREMIUM,MEDELLÍN,561
1217,51985331,2022-05-31,PREMIUM,BOGOTÁ,544
1218,68711614,2025-08-29,VIP,MEDELLÍN,375
1219,51191606,2025-12-17,VIP,MEDELLÍN,491
1220,33698370,2023-01-23,B,BOGOTA,773
1221,31284383,2022-02-05,VIP,BOGOTÁ,427
1222,50179601U,2023-10-23,PREMIUM ,CALI,668
1223,13956778,2024-10-20,VIP,BARRANQUILLA,718
1224,79996621,2024-04-17,PREMIUM ,BARRANQUILLA,569
1225,10692924,2023-08-10,PREMIUM ,MEDELLÍN,614
1226,29877714,2025-03-18,B,BOGOTÁ,467
1227,30596928,2025-05-13,VIP,BOGOTA,752
1228,68043727,2023-05-27,B,BOGOTÁ,689
1229,90545599H,2024-05-02,VIP,BOGOTÁ,782
1230,44262607,2023-02-03,A,MEDELLÍN,757
1231,14394643,2024-11-25,A,BOGOTA,394
1232,10125355,2022-04-22,PREMIUM,BOGOTÁ,450
1233,26796693,2023-11-03,PREMIUM ,BOGOTÁ,612
1234,12009606,2025-02-10,VIP,BARRANQUILLA,505
1235,49711170,2022-10-05,A,BOGOTÁ,478
1236,86321231,2025-10-30,PREMIUM ,BARRANQUILLA,423
1237,95021707,2025-03-26,VIP,BOGOTÁ,425
1238,26869252,2025-10-03,VIP,BOGOTÁ,582
1239,69910712,2025-10-25,PREMIUM ,MEDELLÍN,368
1240,20779706,2022-06-19,VIP,BOGOTA,332
1241,95711044,2024-08-10,VIP,BOGOTÁ,749
1242,37664038,2025-05-07,A,BOGOTA,751
1243,81873676P,2025-01-25,PREMIUM ,CALI,383
1244,41276622,2025-07-20,PREMIUM,BOGOTÁ,514
1245,61899794,2024-01-22,VIP,BARRANQUILLA,427
1246,64777623,2023-11-12,VIP,BARRANQUILLA,637
1247,46426088,2025-07-17,PREMIUM ,BOGOTA,691
1248,64187581,2026-02-03,VIP,BARRANQUILLA,501
1249,50249665,2022-06-12,C,BOGOTÁ,817
1250,53840923,2024-04-10,PREMIUM ,BOGOTÁ,617
1251,92184132,2022-01-14,PREMIUM ,BOGOTÁ,381
1252,94538835,2022-10-11,VIP,BARRANQUILLA,724
1253,59573446,2024-01-04,VIP,BOGOTÁ,686
1254,82112225,2025-07-27,PREMIUM,BOGOTÁ,644
1255,34483329F,2026-01-29,PREMIUM,BOGOTA,465
1256,91354905,2022-07-12,B,CALI,738
1257,78120794,2025-07-05,PREMIUM,BARRANQUILLA,794
1258,35057299,2023-01-15,VIP,BOGOTA,447
1259,98142226,2025-02-18,B,BOGOTÁ,782
1260,84741149,2023-08-17,PREMIUM ,BOGOTÁ,1189
1261,13835598,2025-12-09,B,BOGOTÁ,582
1262,92162144,2024-08-09,VIP,MEDELLÍN,651
1263,11749736,2025-11-12,C,MEDELLÍN,742
1264,26828923,2025-01-03,A,CALI,557
1265,86586435,2024-07-05,PREMIUM,BARRANQUILLA,364
1266,62208793,2023-11-22,VIP,BOGOTÁ,565
1267,41079502,2024-04-29,C,BOGOTÁ,614
1268,16687666,2023-10-06,C,CALI,547
1269,68581601,2026-01-26,VIP,MEDELLÍN,713
1270,92630636,2022-02-08,A,CALI,583
1271,76120560,2023-02-24,VIP,BOGOTÁ,600
1272,23321008,2022-11-20,A,BOGOTA,436
1273,19240658,2023-02-19,PREMIUM ,BOGOTA,719
1274,14469353,2025-08-28,PREMIUM,BOGOTA,561
1275,47557413,2025-12-28,C,BARRANQUILLA,669
1276,72468785,2022-05-27,PREMIUM ,BOGOTÁ,718
1277,45642494,2025-02-18,PREMIUM,BOGOTÁ,708
1278,47416206,2025-12-09,VIP,MEDELLÍN,678
1279,13800986,2023-10-14,C,BOGOTA,547
1280,93930896,2025-02-08,C,MEDELLÍN,342
1281,71957160,2025-07-23,VIP,CALI,469
1282,80972908,2025-02-16,PREMIUM,CALI,338
1283,35209588,2023-01-12,C,MEDELLÍN,450
1284,95784031,2023-03-17,B,BARRANQUILLA,735
1285,62488928,2025-12-13,B,CALI,665
1286,72900522,2025-08-01,B,BOGOTA,595
1287,89549361,2022-11-23,A,BOGOTÁ,613
1288,81389514,2025-03-19,VIP,BOGOTÁ,827
1289,70089647,2022-05-30,A,BARRANQUILLA,802
1290,45580542,2022-11-20,VIP,CALI,574
1291,18825150,2025-01-29,VIP,CALI,803
1292,68458981,2024-10-18,B,BOGOTÁ,793
1293,72348360,2025-01-26,VIP,BOGOTÁ,808
1294,89322730,2022-04-29,VIP,MEDELLÍN,594
1295,48685536,2024-05-12,VIP,BARRANQUILLA,848
1296,26140113,2024-12-02,VIP,MEDELLÍN,1157
1297,65638138,2024-02-09,C,BOGOTA,487
1298,31670307,2022-06-02,C,MEDELLÍN,551
1299,16469723,2025-12-19,C,CALI,829
1300,57816341,2022-12-15,PREMIUM,BOGOTÁ,811
1301,31884601,2022-10-10,PREMIUM,CALI,484
1302,95023491,2025-06-09,VIP,BOGOTÁ,513
1303,15939334,2023-06-08,C,MEDELLÍN,387
1304,60007246,2023-11-20,B,MEDELLÍN,428
1305,24693325,2022-04-13,PREMIUM,BOGOTÁ,420
1306,86351077,2022-05-27,PREMIUM ,BOGOTÁ,337
1307,28093039,2025-06-23,PREMIUM ,BARRANQUILLA,320
1308,38735942,2023-12-10,VIP,BOGOTÁ,602
1309,44091076,2025-08-08,A,MEDELLÍN,428
1310,88645387,2025-05-13,VIP,BOGOTÁ,743
1311,74448823,2025-05-19,C,CALI,834
1312,53117886,2025-09-20,C,CALI,351
1313,77073772H,2024-08-25,VIP,BOGOTA,610
1314,75777503,2024-06-08,VIP,BOGOTA,688
1315,55848553,2022-05-06,C,CALI,476
1316,25551270,2023-09-23,VIP,BARRANQUILLA,396
1317,47872852,2023-04-27,C,BARRANQUILLA,436
1318,80314092,2023-03-25,B,BOGOTÁ,846
1319,37329173,2024-05-31,VIP,BOGOTA,724
1320,66846596,2025-11-25,A,BOGOTÁ,725
1321,14429899,2025-01-02,C,BOGOTÁ,770
1322,17347000,2022-07-22,VIP,BARRANQUILLA,756
1323,84712740,2024-10-13,PREMIUM ,CALI,671
1324,98589935,2022-03-28,PREMIUM,BARRANQUILLA,344
1325,18556135,2024-10-23,B,BOGOTÁ,749
1326,68630789,2024-04-29,VIP,BOGOTÁ,317
1327,53463413,2022-03-15,PREMIUM,BOGOTÁ,588
1328,92158288,2024-12-31,PREMIUM,BOGOTA,534
1329,78098985,2023-06-22,VIP,BOGOTÁ,798
1330,55188745,2023-08-03,A,BOGOTÁ,414
1331,92568904,2023-04-22,B,MEDELLÍN,533
1332,55874854,2024-01-24,B,MEDELLÍN,546
1333,85594878,2025-10-25,A,BOGOTÁ,446
1334,13452814,2025-01-04,PREMIUM ,BARRANQUILLA,681
1335,50425111,2025-10-06,C,BOGOTA,662
1336,50909998,2023-07-08,VIP,BOGOTA,588
1337,51467922,2025-03-27,VIP,BOGOTÁ,494
1338,34115111,2023-05-25,VIP,BOGOTÁ,474
1339,76331072,2025-10-02,C,BARRANQUILLA,653
1340,65445376,2025-06-26,PREMIUM,CALI,392
1341,49201327,2025-06-20,C,BOGOTÁ,732
1342,16852902W,2026-02-03,C,CALI,581
1343,90539718,2025-04-21,PREMIUM,BARRANQUILLA,1181
1344,82225798,2023-11-26,PREMIUM ,CALI,613
1345,69880550,2024-09-09,VIP,CALI,492
1346,68235050,2025-06-14,PREMIUM,BARRANQUILLA,836
1347,33643900,2022-10-08,VIP,BARRANQUILLA,686
1348,55611548,2023-12-19,A,BARRANQUILLA,715
1349,24054779,2026-01-26,PREMIUM ,BOGOTA,443
1350,63972789,2024-05-29,C,BOGOTÁ,372
1351,21331383,2024-10-03,PREMIUM,MEDELLÍN,392
1352,78446632,2022-05-04,C,BOGOTÁ,798
1353,28291317,2024-03-04,C,BOGOTÁ,498
1354,55362588,2024-05-02,A,MEDELLÍN,638
1355,58206785I,2023-09-05,A,CALI,1170
1356,67413770,2025-12-25,VIP,BOGOTÁ,841
1357,76607761,2025-02-01,PREMIUM,MEDELLÍN,734
1358,78602415,2024-09-04,PREMIUM ,BARRANQUILLA,493
1359,55140485,2025-05-04,PREMIUM ,BOGOTÁ,484
1360,27943886,2023-11-18,B,BOGOTÁ,415
1361,65651376,2023-11-09,VIP,BARRANQUILLA,381
1362,67416012,2024-09-06,C,BARRANQUILLA,634
1363,31672156,2026-02-17,PREMIUM ,BOGOTÁ,622
1364,39079221,2026-01-11,PREMIUM,MEDELLÍN,505
1365,36687546,2023-10-31,PREMIUM,BOGOTÁ,806
1366,12059385,2024-06-11,B,BARRANQUILLA,778
1367,45921754,2022-09-10,C,MEDELLÍN,713
1368,91036161,2022-08-20,VIP,BOGOTA,361
1369,75452592,2024-04-20,C,MEDELLÍN,647
1370,16964705,2024-03-03,VIP,MEDELLÍN,616
1371,84765359,2022-12-18,PREMIUM,CALI,708
1372,95130440Y,2025-04-12,A,BARRANQUILLA,549
1373,13049316,2022-06-23,A,BOGOTA,1194
1374,46515315,2024-10-23,VIP,MEDELLÍN,654
1375,94792530,2024-07-29,B,BARRANQUILLA,343
1376,68544710,2022-08-11,PREMIUM ,BOGOTÁ,391
1377,23798270,2023-08-10,B,BOGOTÁ,519
1378,20431929,2022-03-29,PREMIUM,MEDELLÍN,700
1379,47432022,2022-01-18,VIP,CALI,789
1380,45507773,2022-08-07,B,BOGOTÁ,744
1381,99948213,2024-06-14,B,CALI,827
1382,15698618,2022-09-08,PREMIUM,BOGOTA,339
1383,86294529,2025-01-21,B,BOGOTA,599
1384,11805518,2024-07-07,VIP,BARRANQUILLA,635
1385,47177857,2025-01-20,PREMIUM ,BOGOTA,477
1386,37312498,2024-02-15,PREMIUM,CALI,617
1387,87707325,2025-06-26,PREMIUM,BOGOTÁ,804
1388,60516162,2025-12-21,VIP,MEDELLÍN,521
1389,61590272,2022-04-20,C,BOGOTA,455
1390,16671203,2023-06-21,VIP,BOGOTA,736
1391,49290062,2023-09-17,VIP,BARRANQUILLA,687
1392,10955205,2025-03-17,C,CALI,639
1393,51130558,2023-02-22,A,BOGOTA,833
1394,48615932,2024-06-22,B,MEDELLÍN,704
1395,60796110,2023-11-15,PREMIUM,MEDELLÍN,816
1396,43197175,2025-12-26,PREMIUM ,BARRANQUILLA,516
1397,68261869,2024-11-22,VIP,BOGOTA,803
1398,55191244,2022-08-18,VIP,BOGOTÁ,529
1399,10917472,2023-09-11,B,BOGOTÁ,481
1400,30426495,2024-04-03,A,BARRANQUILLA,849
1401,70782618,2025-04-27,VIP,BOGOTÁ,575
1402,96320218,2024-07-27,C,BOGOTÁ,779
1403,71303241,2025-02-20,VIP,BOGOTÁ,750
1404,47204318,2025-06-12,A,MEDELLÍN,699
1405,34070924,2023-08-18,VIP,MEDELLÍN,758
1406,20686962,2022-07-03,VIP,BOGOTÁ,807
1407,66986402,2022-03-14,B,BOGOTA,465
1408,71647309,2022-02-24,A,BOGOTÁ,413
1409,62839391,2025-07-28,VIP,BOGOTÁ,655
1410,59975039,2022-02-15,PREMIUM ,MEDELLÍN,534
1411,13845474,2022-10-07,VIP,MEDELLÍN,814
1412,46786884,2025-10-05,C,CALI,424
1413,76974034,2025-12-14,PREMIUM ,CALI,836
1414,67218588,2026-02-01,PREMIUM ,BOGOTÁ,682
1415,30589226,2025-12-08,VIP,MEDELLÍN,749
1416,67705020,2023-03-16,VIP,CALI,575
1417,23322450,2022-10-24,PREMIUM,BOGOTÁ,839
1418,12298756,2025-09-03,VIP,BOGOTÁ,412
1419,20444453,2025-05-08,C,BOGOTÁ,313
1420,84149770,2023-08-21,PREMIUM ,CALI,488
1421,90235674S,2023-02-17,VIP,BOGOTA,770
1422,57704340,2022-03-04,B,BOGOTÁ,642
1423,92707002W,2023-10-17,C,CALI,810
1424,41356085,2023-08-17,C,CALI,757
1425,56988351,2025-08-11,B,BOGOTÁ,559
1426,81582311,2023-07-23,PREMIUM,MEDELLÍN,705
1427,76190032,2024-12-17,VIP,BOGOTA,392
1428,67889421,2022-03-25,VIP,CALI,733
1429,78493686Z,2023-03-21,A,BOGOTÁ,358
1430,79058766,2023-01-05,PREMIUM ,BARRANQUILLA,595
1431,27021093,2022-10-31,PREMIUM ,MEDELLÍN,455
1432,78870233,2026-02-07,A,BOGOTÁ,393
1433,53410212,2023-09-28,C,BOGOTA,737
1434,57994791I,2024-05-01,C,BOGOTA,449
1435,12120711,2025-04-30,VIP,BOGOTÁ,328
1436,61731417,2024-06-02,PREMIUM ,BOGOTA,639
1437,43993871,2023-06-20,PREMIUM,CALI,818
1438,92664492,2023-07-14,C,BOGOTÁ,538
1439,49314351,2022-11-03,VIP,BARRANQUILLA,454
1440,90846038,2022-08-20,PREMIUM,BOGOTÁ,387
1441,10947272,2025-07-23,VIP,MEDELLÍN,478
1442,25942096,2024-05-30,B,BOGOTA,522
1443,24058702,2025-05-20,B,MEDELLÍN,665
1444,26136571,2022-08-08,C,BOGOTÁ,608
1445,29215280,2023-12-03,VIP,BARRANQUILLA,363
1446,11998173,2023-01-25,C,CALI,793
1447,46657073,2024-01-19,C,MEDELLÍN,957
1448,11534227,2022-05-10,PREMIUM ,BARRANQUILLA,349
1449,30974295,2023-02-08,PREMIUM ,MEDELLÍN,784
1450,28583426,2025-06-29,PREMIUM ,BOGOTÁ,595
1451,83199975,2025-08-12,A,MEDELLÍN,409
1452,87882247,2023-10-12,PREMIUM ,CALI,392
1453,98136247S,2024-05-11,C,BARRANQUILLA,359
1454,37758630,2023-03-15,VIP,BOGOTA,839
1455,52720675,2026-01-15,PREMIUM ,CALI,312
1456,69551513,2022-09-22,B,BOGOTÁ,385
1457,70043429,2026-01-20,VIP,BOGOTÁ,1177
1458,92358282,2025-11-16,A,CALI,601
1459,62177348,2024-10-22,C,BOGOTÁ,491
1460,33659943,2025-06-27,A,BARRANQUILLA,427
1461,23490091,2022-02-11,VIP,CALI,411
1462,11742166,2022-08-29,PREMIUM ,BOGOTÁ,964
1463,76505438,2023-11-18,VIP,BOGOTÁ,789
1464,12873524,2025-07-09,PREMIUM ,BOGOTA,483
1465,99899784,2024-04-03,VIP,BARRANQUILLA,388
1466,78665873,2023-06-24,A,MEDELLÍN,670
1467,44152336,2025-11-06,PREMIUM,BARRANQUILLA,698
1468,15907726,2023-10-25,VIP,CALI,1066
1469,75113119,2026-01-11,VIP,CALI,692
1470,77960025,2023-10-29,PREMIUM,BOGOTÁ,381
1471,71980075,2022-10-04,B,MEDELLÍN,337
1472,17870907,2024-01-21,B,BOGOTÁ,626
1473,78911330,2023-04-15,VIP,BOGOTA,347
1474,77573174,2025-03-12,PREMIUM,MEDELLÍN,486
1475,69488479,2023-09-27,C,BOGOTA,787
1476,69892560,2022-04-08,B,BOGOTÁ,528
1477,32451154,2025-05-26,PREMIUM ,MEDELLÍN,487
1478,94805214,2022-12-22,VIP,BOGOTA,609
1479,16379515,2023-10-29,PREMIUM ,MEDELLÍN,371
1480,33266975,2024-10-22,B,CALI,486
1481,38576958,2025-10-23,VIP,BOGOTÁ,721
1482,48879284,2022-03-17,B,BOGOTÁ,750
1483,11317621U,2024-06-22,PREMIUM,BARRANQUILLA,705
1484,99652220,2024-03-10,PREMIUM ,BOGOTÁ,721
1485,47625927,2026-02-14,PREMIUM ,MEDELLÍN,484
1486,22019231,2024-03-23,PREMIUM ,BOGOTA,686
1487,56015290,2022-08-21,VIP,MEDELLÍN,648
1488,91059517,2022-05-23,A,CALI,607
1489,17534504,2024-01-16,B,BOGOTA,586
1490,96217428,2025-02-02,VIP,CALI,786
1491,66896917,2024-09-13,PREMIUM,MEDELLÍN,687
1492,38052393,2024-10-08,PREMIUM,BOGOTÁ,575
1493,11141452,2023-08-03,B,BOGOTÁ,636
1494,99436640,2023-03-06,B,BOGOTÁ,572
1495,88746951,2022-07-28,PREMIUM,BOGOTA,408
1496,53855533,2025-04-11,PREMIUM,MEDELLÍN,627
1497,93307993,2024-03-23,VIP,BOGOTÁ,410
1498,37639012,2025-09-17,PREMIUM,BOGOTA,796
1499,55422040,2023-09-17,VIP,BOGOTA,571
1500,89522817,2023-08-22,A,BOGOTA,810
1501,81224605,2024-06-22,A,MEDELLÍN,312
1502,13457521,2023-01-29,VIP,BOGOTÁ,537
1503,39797713,2024-06-24,VIP,BOGOTÁ,470
1504,82792724,2024-06-02,C,CALI,766
1505,69195534,2022-11-04,VIP,BOGOTÁ,500
1506,52322633,2024-10-29,PREMIUM,BOGOTÁ,663
1507,91574358,2023-08-09,A,MEDELLÍN,683
1508,95512608,2024-05-12,VIP,BOGOTA,607
1509,29024896,2024-02-12,PREMIUM,BOGOTÁ,343
1510,26037706,2022-08-11,VIP,MEDELLÍN,397
1511,88874382,2022-09-08,C,BOGOTÁ,439
1512,86635085,2022-10-25,B,BOGOTÁ,371
1513,44895115,2025-11-05,VIP,BARRANQUILLA,620
1514,96740199,2023-09-21,VIP,BARRANQUILLA,341
1515,13305610,2024-12-31,VIP,MEDELLÍN,572
1516,64732500,2022-03-22,PREMIUM ,MEDELLÍN,723
1517,62924805,2023-07-20,VIP,MEDELLÍN,641
